Date,Ad set name,Ad name,Campaign name,Impressions,Cost,Website purchases,Cost per website purchase,CPC (cost per link click),CTR (link click-through rate),Signup,Registration,Unique purchases,Unique adds to cart,Website leads,Unique link clicks,Unique mobile app adds of payment info,Conversion rate ranking,Post shares,Return on ad spend (ROAS),Unique completed registrations,Post comments
2020-11-08,suits-happy-180-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1491,9.83,,,1.23,0.54,,2,,,,8,,0,1,0,,
2020-11-08,suits-happy-180-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,378,2.21,,,0.44,1.32,,,,,,5,,0,,0,,
2020-11-08,video-viewers-trick-or-treat-10s_stories,which-one-9:16_video,pollenary_2-warm_wc-registration_video-viewers,1314,24.08,,,6.02,0.3,,,,,,4,,0,,0,,
2020-11-08,visitors-1_all-placements,believe-the-hype_static,pollenary_3-hot_wc-purchase_uk,1304,17.64,,,4.41,0.31,,,,,,4,,0,,0,,1
2020-11-08,visitors-1_all-placements,trustpilot-richard_video,pollenary_3-hot_wc-purchase_uk,799,14.64,,,2.09,0.88,,,,,,7,,0,,0,,
2020-11-08,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,1170,17.86,1.00,17.86,1.49,1.03,,3,,,,12,,0,,61.42,,
2020-11-08,visitors-2-7_all-placements,believe-the-hype_static,pollenary_3-hot_wc-purchase_uk,1930,13.18,,,3.3,0.21,,,,,,4,,0,,0,,
2020-11-08,visitors-2-7_all-placements,trustpilot-richard_video,pollenary_3-hot_wc-purchase_uk,1966,16.76,,,1.29,0.66,,1,,,,13,,0,,0,,1
2020-11-08,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,2146,18.34,,,2.04,0.42,,2,,,,9,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,235,1.62,,,,0,,,,,,,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,97,0.77,,,,0,,,,,,,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1389,8.70,,,2.18,0.29,,,,,,4,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,3660,28.01,,,3.11,0.25,,1,,,,9,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,9804,64.31,,,1.89,0.35,,6,,,,34,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,99,0.76,,,,0,,,,,,,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,78,0.82,,,,0,,,,,,,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1663,9.70,,,9.7,0.06,,1,,,,1,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,630,3.08,,,3.08,0.16,,,,,,1,,0,,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1463,8.98,,,1.5,0.41,,,,,,5,,0,2,0,,
2020-11-08,visitors-90-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,462,2.40,,,2.4,0.22,,,,,,1,,0,,0,,
2020-11-09,engagers-ll-1-5pc_all-placements,process-3_carousel,pollenary_1-cold_wc-registration_uk-ll-1-5pc,330,1.05,,,,0,,,,,,,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,475,2.99,,,,0,,,,,,,,0,,0,,
2020-11-09,"Post: ""If this isn't the most adorable memorial tattoo,...""","Post: ""If this isn't the most adorable memorial tattoo,...""","Post: ""If this isn't the most adorable memorial tattoo,...""",2000,1.92,,,1.92,0.05,,,,,,1,,0,5,0,,1
2020-11-09,"Post: ""NB: You'll not be able to see me. My camera is...""","Post: ""NB: You'll not be able to see me. My camera is...""","Post: ""NB: You'll not be able to see me. My camera is...""",2412,3.31,,,,0,,,,,,,,0,43,0,,
2020-11-09,"Post: ""That and maybe a cute puppy... 🤷‍♀️""","Post: ""That and maybe a cute puppy... 🤷‍♀️""","Post: ""That and maybe a cute puppy... 🤷‍♀️""",1046,1.05,,,,0,,,,,,,,0,1,0,,
2020-11-09,"Post: ""💀 Our #deathwish of the week is coming back with...""","Post: ""💀 Our #deathwish of the week is coming back with...""","Post: ""💀 Our #deathwish of the week is coming back with...""",728,1.98,,,0.33,0.82,,,,,,6,,0,1,0,,
2020-11-09,"Post: ""🤔""","Post: ""🤔""","Post: ""🤔""",1129,1.91,,,,0,,,,,,,,0,24,0,,
2020-11-09,customers-ll-1-5pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1-5pc,347,3.14,,,,0,,,,,,,,0,,0,,
2020-11-09,customers-ll-1-5pc_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-ll-1-5pc,1319,7.76,,,1.94,0.3,,,,,,4,,0,,0,,
2020-11-09,customers-ll-1-5pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1-5pc,16785,97.89,,,3.06,0.19,,1,,,,31,,0,,0,,1
2020-11-09,customers-ll-1-5pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1-5pc,183,3.76,,,1.88,1.09,,,,,,1,,0,,0,,
2020-11-09,customers-ll-1-5pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1-5pc,2366,15.88,,,3.97,0.17,,1,,,,4,,0,,0,,
2020-11-09,customers-ll-1-5pc_all-placements,process-3_carousel,pollenary_1-cold_wc-registration_uk-ll-1-5pc,524,2.11,,,2.11,0.19,,,,,,1,,0,,0,,
2020-11-09,customers-ll-1-5pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-ll-1-5pc,721,3.80,,,3.8,0.14,,,,,,1,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,690,6.77,,,2.26,0.43,,,,,,3,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,639,7.22,,,7.22,0.16,,,,,,1,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2318,17.52,,,5.84,0.13,,,,,,3,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,1683,9.27,,,9.27,0.06,,,,,,1,,0,,0,,1
2020-11-09,customers-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,10135,97.26,,,5.72,0.17,,1,,,,17,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,17972,142.62,,,3.1,0.26,,3,,,,45,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,628,7.19,,,7.19,0.16,,,,,,1,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,135,1.18,,,,0,,,,,,,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,4716,50.95,1.00,50.95,3.4,0.32,,2,,,,13,,0,,39.25,,
2020-11-09,customers-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,7217,64.47,,,3.58,0.25,,4,,,,18,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1165,11.04,,,1.38,0.69,,,,,,8,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,692,5.11,,,1.28,0.58,,1,,,,4,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements_LI-in-under-5-mins_2020-w45,li-in-under-5-mins-v1_video_2020-w45,pollenary_0-incubator-creative_wc-registration_uk,5868,51.60,,,3.69,0.24,,2,,,,14,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements_LI-in-under-5-mins_2020-w45,li-in-under-5-mins-v2 _carousel_2020-w45,pollenary_0-incubator-creative_wc-registration_uk,6330,45.94,,,6.56,0.11,,,,,,7,,0,,0,,
2020-11-09,customers-ll-1pc_all-placements_LI-in-under-5-mins_2020-w45,li-in-under-5-mins-v2 _video_2020-w45,pollenary_0-incubator-creative_wc-registration_uk,3935,39.61,,,3.96,0.25,,1,,,,10,,0,,0,,
2020-11-09,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,4666,31.07,,,2.82,0.24,,2,,,,11,,0,,0,,
2020-11-09,engagers-30-ig_all-placements,believe-the-hype_static,pollenary_2-warm_wc-vc_uk,2714,23.57,,,4.71,0.18,,1,,,,5,,0,,0,,
2020-11-09,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,633,3.76,,,3.76,0.16,,,,,,1,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,202,1.13,,,1.13,0.5,,,,,,1,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,167,1.70,,,0.85,1.2,,,,,,2,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,760,3.31,,,1.66,0.26,,,,,,2,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,3532,16.13,,,2.69,0.17,,,,,,6,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,9145,82.20,,,5.48,0.16,,,,,,14,,0,,0,,1
2020-11-09,engagers-365-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,8334,54.70,,,3.42,0.19,,2,,,,16,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,210,1.58,,,,0,,,,,,,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,116,0.88,,,0.88,0.86,,,,,,1,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1636,12.95,,,,0,,,,,,,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,1113,6.68,,,3.34,0.18,,,,,,2,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,392,2.70,,,0.54,1.28,,,,,,4,,0,,0,,
2020-11-09,engagers-365-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,778,3.99,,,1,0.51,,,,,,4,,0,,0,,1
2020-11-09,engagers-ll-1-5pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1-5pc,598,5.45,,,,0,,,,,,,,0,,0,,
2020-11-09,engagers-ll-1-5pc_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-ll-1-5pc,753,4.21,,,2.11,0.27,,,,,,2,,0,,0,,
2020-11-09,engagers-ll-1-5pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1-5pc,56003,318.33,2.00,159.17,2.74,0.21,,7,,,,114,,0,,5.63,,1
2020-11-09,engagers-ll-1-5pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1-5pc,181,1.58,,,1.58,0.55,,,,,,1,,0,,0,,
2020-11-09,engagers-ll-1-5pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1-5pc,3027,16.95,,,2.42,0.23,,,,,,7,,0,,0,,
2020-11-09,engagers-ll-1-5pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-ll-1-5pc,798,3.69,,,0.53,0.88,,,,,,7,,0,,0,,2
2020-11-09,life-insurance-25-44_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-interests,385,3.99,,,3.99,0.26,,,,,,1,,0,,0,,
2020-11-09,life-insurance-25-44_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-interests,6169,28.22,1.00,28.22,3.53,0.13,,2,,,,7,,0,,4.32,,
2020-11-09,life-insurance-25-44_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-interests,163787,"1,049.35",1.00,1049.35,2.58,0.25,,37,,,,398,,0,2,0.79,,7
2020-11-09,life-insurance-25-44_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-interests,2197,22.25,,,3.71,0.27,,,,,,6,,0,,0,,1
2020-11-09,life-insurance-25-44_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-interests,1851,13.11,,,4.37,0.16,,,,,,3,,0,,0,,
2020-11-09,life-insurance-25-44_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_VV_uk-interests,10698,18.17,,,0.73,0.23,,,,,,25,,0,,0,,1
2020-11-09,life-insurance-25-44_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-interests,1915,10.71,,,1.19,0.47,,,,,,9,,0,,0,,
2020-11-09,online-entertainment-25-54_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-interests,457,4.79,,,1.6,0.66,,,,,,3,,0,,0,,1
2020-11-09,online-entertainment-25-54_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-interests,2049,10.17,,,2.03,0.24,,,,,,5,,0,,0,,
2020-11-09,online-entertainment-25-54_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-interests,51999,308.66,,,2.78,0.21,,5,,,,109,,0,1,0,,1
2020-11-09,online-entertainment-25-54_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-interests,362,3.75,,,3.75,0.28,,1,,,,1,,0,,0,,
2020-11-09,online-entertainment-25-54_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-interests,6453,38.34,,,2.74,0.22,,,,,,14,,0,,0,,
2020-11-09,online-entertainment-25-54_all-placements,process-3_carousel,pollenary_1-cold_wc-registration_uk-interests,660,4.48,,,4.48,0.15,,,,,,1,,0,,0,,
2020-11-09,online-entertainment-25-54_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_VV_uk-interests,19818,40.59,,,0.5,0.41,,,,,,82,,0,3,0,,
2020-11-09,online-entertainment-25-54_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-interests,2792,16.98,,,0.77,0.79,,,,,,22,,0,1,0,,
2020-11-09,recently-moved_all-placements_moves-with-you_2020-w45,moves-with-you_carousel_2020-w45,pollenary_0-incubator-creative_wc-registration_uk,798,6.89,,,6.89,0.13,,,,,,1,,0,,0,,
2020-11-09,recently-moved_all-placements_moves-with-you_2020-w45,moves-with-you_static_2020-w45,pollenary_0-incubator-creative_wc-registration_uk,13914,109.59,,,4.76,0.17,,4,,,,22,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,214,1.79,,,,0,,,,,,,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,44,0.41,,,,0,,,,,,,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,295,3.10,,,3.1,0.34,,,,,,1,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,545,4.46,,,1.12,0.73,,,,,,4,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,5610,75.60,,,3.02,0.45,,,,,,23,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,12321,96.98,1.00,96.98,3.23,0.24,,2,,,,30,,0,,15.21,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,98,0.86,,,,0,,,,,,,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,123,1.44,,,,0,,,,,,,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,3108,36.47,,,4.05,0.29,,1,,,,9,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,296,2.81,,,2.81,0.34,,,,,,1,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,337,2.87,,,1.44,0.59,,,,,,2,,0,,0,,
2020-11-09,suits-happy-180-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,373,2.26,,,0.75,0.8,,,,,,3,,0,2,0,,
2020-11-09,video-viewers-trick-or-treat-10s_stories,which-one-9:16_video,pollenary_2-warm_wc-registration_video-viewers,344,6.59,,,,0,,,,,,,,0,,0,,
2020-11-09,visitors-1_all-placements,believe-the-hype_static,pollenary_3-hot_wc-purchase_uk,1006,14.57,,,14.57,0.1,,1,,,,1,,0,,0,,
2020-11-09,visitors-1_all-placements,trustpilot-richard_video,pollenary_3-hot_wc-purchase_uk,1005,17.54,,,1.95,0.9,,,,,,9,,0,,0,,
2020-11-09,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,1023,15.67,1.00,15.67,3.92,0.39,,2,,,,4,,0,,79.45,,
2020-11-09,visitors-2-7_all-placements,believe-the-hype_static,pollenary_3-hot_wc-purchase_uk,1447,11.08,,,2.77,0.28,,,,,,4,,0,,0,,
2020-11-09,visitors-2-7_all-placements,trustpilot-richard_video,pollenary_3-hot_wc-purchase_uk,2536,23.33,,,1.37,0.67,,1,,,,17,,0,,0,,1
2020-11-09,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,1618,14.45,,,1.45,0.62,,1,,,,10,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,242,2.01,,,1.01,0.83,,,,,,1,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,85,0.53,,,,0,,,,,,,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,659,4.24,,,,0,,,,,,,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,248,1.42,,,1.42,0.4,,,,,,1,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2641,28.55,,,4.08,0.27,,,,,,6,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,7749,56.73,,,2.99,0.25,,,,,,19,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,100,0.62,,,,0,,,,,,,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,45,0.33,,,,0,,,,,,,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1364,15.19,,,7.6,0.15,,,,,,2,,0,,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,328,3.65,,,3.65,0.3,,,,,,1,,0,1,0,,
2020-11-09,visitors-90-ll-1pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,294,1.45,,,0.48,1.02,,,,,,3,,0,,0,,1
2020-11-10,customers-ll-1-5pc_all-placements,process-3_carousel,pollenary_1-cold_wc-registration_uk-ll-1-5pc,477,1.28,,,,0,,,,,,,,0,,0,,
2020-11-10,engagers-ll-1-5pc_all-placements,process-3_carousel,pollenary_1-cold_wc-registration_uk-ll-1-5pc,503,0.98,,,,0,,,,,,,,0,,0,,
2020-11-10,suits-happy-180-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,570,4.59,,,,0,,,,,,,,0,,0,,
2020-11-10,visitors-90-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,721,4.22,,,,0,,,,,,,,0,,0,,
2020-11-10,visitors-90-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,285,2.18,,,,0,,,,,,,,0,,0,,
2020-11-10,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,1017,7.18,,,,0,,,,,,,,0,,0,,
2020-11-10,"Post: ""#funeralwish💀☂️""","Post: ""#funeralwish💀☂️""","Post: ""#funeralwish💀☂️""",867,1.87,,,,0,,,,,,,,0,19,0,,3
2020-11-10,"Post: ""If this isn't the most adorable memorial tattoo,...""","Post: ""If this isn't the most adorable memorial tattoo,...""","Post: ""If this isn't the most adorable memorial tattoo,...""",3007,2.45,,,2.45,0.03,,1,,,,1,,0,1,0,,1
2020-11-10,"Post: ""NB: You'll not be able to see me. My camera is...""","Post: ""NB: You'll not be able to see me. My camera is...""","Post: ""NB: You'll not be able to see me. My camera is...""",1856,2.55,,,,0,,,,,,,,0,31,0,,1
2020-11-10,"Post: ""🎶  We just hope Mick doesn't get us sued 🧑‍⚖""","Post: ""🎶  We just hope Mick doesn't get us sued 🧑‍⚖""","Post: ""🎶  We just hope Mick doesn't get us sued 🧑‍⚖""",331,3.08,,,,0,,,,,,,,0,,0,,
2020-11-10,"Post: ""💀 Our #deathwish of the week is coming back with...""","Post: ""💀 Our #deathwish of the week is coming back with...""","Post: ""💀 Our #deathwish of the week is coming back with...""",812,2.43,,,0.61,0.49,,,,,,4,,0,2,0,,1
2020-11-10,"Post: ""🤔""","Post: ""🤔""","Post: ""🤔""",1881,2.45,,,,0,,,,,,,,0,25,0,,1
2020-11-10,customers-ll-1-5pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1-5pc,756,7.15,,,7.15,0.13,,,,,,1,,0,,0,,
2020-11-10,customers-ll-1-5pc_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-ll-1-5pc,1725,11.36,,,1.89,0.35,,1,,,,6,,0,,0,,1
2020-11-10,customers-ll-1-5pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1-5pc,13939,80.89,,,2.7,0.22,,,,,,30,,0,,0,,
2020-11-10,customers-ll-1-5pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1-5pc,273,3.16,,,,0,,,,,,,,0,,0,,
2020-11-10,customers-ll-1-5pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1-5pc,4123,30.68,,,2.56,0.29,,1,,,,10,,0,,0,,
2020-11-10,customers-ll-1-5pc_all-placements,trick-or-treat-60-sec_video,pollenary_1-cold_wc-registration_uk-ll-1-5pc,711,4.05,,,0.68,0.84,,,,,,6,,0,,0,,2
2020-11-10,customers-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1622,17.95,,,2.99,0.37,,,,,,6,,0,,0,,
2020-11-10,customers-ll-1pc_all-placements,chip-butty-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,1240,14.44,,,7.22,0.16,,,,,,2,,0,,0,,
2020-11-10,customers-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,77,0.73,,,,0,,,,,,,,0,,0,,
2020-11-10,customers-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,132,0.90,,,0.9,0.76,,,,,,1,,0,,0,,
2020-11-10,customers-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2650,21.21,,,7.07,0.11,,,,,,3,,0,,0,,
2020-11-10,customers-ll-1pc_all-placements,little-monsters_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,685,5.44,,,5.44,0.15,,,,,,1,,0,,0,,
2020-11-10,customers-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,6004,55.29,,,3.46,0.27,,1,,,,16,,0,,0,,1
2020-11-10,customers-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,14934,113.74,,,4.37,0.17,,2,,,,25,,0,,0,,2
2020-11-10,customers-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,373,3.58,,,,0,,,,,,,,0,,0,,
2020-11-10,customers-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,215,2.32,,,,0,,,,,,,,0,,0,,
2020-11-10,customers-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,11097,114.68,1.00,114.68,4.78,0.22,,1,,,,24,,0,,4.47,,
