"customer_id","gender","age","likes_wine","likes_beer","likes_spirits","income","digital","social_media_usage","number_of_children","alcohol_connoisseur","premium_member","alcohol_units_per_week","hobby_travel","hobby_watch_sports","hobby_foodie"
"ZQ00053602","F",65,0,0,1,"£15-30K",2,"med",2,0,0,8,0,0,0
"BQ00067935","M",75,0,0,0,"£15-30K",3,"low",2,1,0,3,0,0,0
"PQ00013498","F",46,1,0,0,"£75K+",1,"low",3,0,1,17,1,0,1
"BQ00085293","F",18,0,0,0,"£30-45K",1,"high",0,0,0,6,0,0,0
"XQ00020000","M",49,1,0,1,"£30-45K",1,"low",1,0,0,5,1,0,0
"BQ00067289","M",44,1,0,1,"£15-30K",2,"med",1,0,0,8,0,1,0
"PQ00050715","M",49,0,0,0,"£15-30K",1,"low",2,0,1,16,0,0,0
"PQ00013277","M",55,0,0,0,"£45-75K",2,"med",1,0,0,11,1,1,1
"BQ00038644","F",39,1,1,0,"£30-45K",1,"med",0,0,0,7,0,0,0
"AQ0005214","M",36,0,1,1,"£30-45K",3,"low",2,0,0,8,1,1,1
"XQ00054704","F",73,1,0,0,"£15-30K",3,"low",1,0,0,8,0,1,0
"PQ00033611","M",46,0,0,1,"£15-30K",1,"med",1,1,0,5,0,1,1
"PQ0007383","M",21,1,1,0,"<£15K",1,"med",0,0,0,13,0,1,0
"AQ00054605","F",69,0,1,1,"£15-30K",3,"med",2,1,0,9,0,0,0
"PQ00056405","M",47,1,0,0,"£30-45K",4,"high",1,0,1,16,0,0,0
"AQ00041460","M",47,0,1,0,"£15-30K",2,"med",1,0,1,5,0,0,0
"PQ00019496","F",48,0,1,0,"£15-30K",4,"low",2,0,0,5,0,0,1
"BQ00075968","M",39,1,1,1,"£30-45K",2,"low",1,0,0,7,0,0,1
"BQ00065228","F",61,0,0,1,"£75K+",1,"med",0,1,1,11,0,0,1
"AQ00046349","M",69,0,0,0,"£15-30K",5,"low",1,1,0,2,0,1,0
"ZQ0008604","M",46,0,0,0,"<£15K",1,"med",0,0,0,7,0,1,0
"PQ00020026","F",75,1,1,0,"<£15K",4,"low",1,0,0,3,0,0,1
"ZQ0009003","M",35,1,0,0,"£30-45K",4,"med",3,0,0,14,0,0,0
"PQ00011679","M",39,1,0,1,"£15-30K",1,"med",1,0,1,29,1,1,0
"AQ0002568","F",18,0,1,0,"<£15K",1,"low",2,0,0,9,0,1,0
"XQ00089251","M",21,1,0,1,"<£15K",1,"high",0,0,0,6,0,1,0
"PQ00012739","M",26,1,0,0,"£15-30K",4,"med",1,1,0,4,0,1,1
"PQ00062443","M",39,0,1,1,"£30-45K",1,"med",0,0,0,6,0,0,1
"BQ00064246","F",21,1,0,1,"£30-45K",1,"low",0,0,0,9,1,0,0
"ZQ00012235","F",45,1,0,0,"£45-75K",1,"low",3,0,0,1,0,0,1
"BQ0007259","M",75,1,0,0,"<£15K",5,"low",2,0,0,3,0,1,0
"BQ00063164","F",32,0,0,1,"<£15K",1,"low",1,0,0,1,0,1,0
"BQ00085806","F",71,0,0,0,"<£15K",2,"low",2,0,0,2,0,1,0
"ZQ00058091","M",23,0,0,0,"£30-45K",3,"med",0,1,0,9,0,0,0
"AQ00082553","M",71,1,0,0,"<£15K",4,"med",1,0,1,11,0,1,1
"ZQ00037381","F",64,1,0,0,"£45-75K",2,"low",1,0,0,4,0,0,0
"ZQ00091510","M",40,0,1,1,"<£15K",5,"low",1,0,0,3,0,1,1
"BQ00039975","M",42,1,0,0,"£15-30K",2,"low",1,1,1,10,0,0,0
"AQ00030877","F",43,0,0,0,"£45-75K",1,"low",1,1,1,19,1,1,1
"ZQ00032547","M",35,1,1,0,"£15-30K",1,"low",1,1,0,9,0,0,0
"BQ00083296","M",66,0,1,0,"<£15K",1,"low",2,0,0,2,0,1,0
"AQ00041102","M",48,1,0,0,"£15-30K",4,"med",1,0,0,12,0,1,0
"PQ00030039","F",40,1,0,0,"£15-30K",1,"low",1,0,0,6,0,1,0
"BQ00077407","M",44,0,0,1,"£15-30K",2,"med",1,0,1,16,0,1,0
"XQ00030021","M",41,1,1,1,"£30-45K",3,"med",1,0,1,10,0,0,0
"AQ00073166","M",49,1,0,0,"£30-45K",1,"low",0,0,1,13,0,0,1
"BQ00086937","M",39,1,0,0,"£30-45K",1,"low",1,1,1,28,1,0,1
"AQ00072608","M",37,0,1,0,"£75K+",5,"low",2,0,0,8,0,0,1
"PQ00054914","M",44,0,0,0,"£45-75K",3,"med",1,1,0,7,0,1,1
"XQ00015930","M",55,0,0,0,"£15-30K",1,"low",2,0,0,10,0,1,0
"BQ00097425","M",47,0,0,1,"£30-45K",3,"low",1,0,0,6,0,0,0
"ZQ00042579","F",40,1,0,0,"£45-75K",1,"low",1,1,0,1,0,0,1
"PQ00096283","M",50,1,0,0,"£30-45K",1,"low",3,0,1,2,0,0,0
"ZQ00056022","F",50,1,0,0,"£30-45K",1,"low",2,1,0,14,1,0,1
"XQ00088676","M",39,0,0,0,"£75K+",1,"med",1,0,0,9,0,0,1
"PQ00022169","F",48,1,1,0,"£30-45K",3,"low",0,1,0,10,0,0,0
"XQ0002198","M",38,0,0,1,"£75K+",3,"high",2,0,1,7,1,0,1
"AQ00084079","M",74,0,0,1,"£30-45K",3,"high",2,1,0,6,0,0,1
"ZQ00010254","M",20,1,1,0,"<£15K",1,"med",0,0,0,9,0,1,0
"BQ00036643","M",22,0,0,1,"£45-75K",1,"med",0,0,0,5,0,0,1
"BQ00083720","M",37,1,0,0,"£75K+",3,"low",1,0,0,1,1,0,1
"AQ00053241","M",38,0,0,0,"£15-30K",1,"med",0,0,0,12,0,1,1
"ZQ00061478","M",49,1,1,1,"£45-75K",2,"med",0,0,0,9,0,1,0
"AQ0008188","F",18,1,0,0,"<£15K",1,"high",0,0,0,9,0,1,0
"XQ00071337","M",18,1,1,0,"<£15K",2,"high",0,1,0,12,0,1,0
"AQ00064364","M",40,0,1,1,"£45-75K",4,"med",3,1,0,14,1,0,1
"AQ00032348","F",21,0,0,1,"£30-45K",1,"high",0,0,0,5,0,0,0
"BQ00084874","F",75,0,0,0,"£15-30K",5,"low",1,1,0,3,0,1,0
"ZQ0009548","M",45,0,0,0,"£30-45K",2,"low",1,0,1,4,0,1,0
"ZQ00082256","F",20,1,1,0,"<£15K",1,"high",0,0,0,17,0,0,0
"ZQ00047946","M",64,0,0,1,"£45-75K",4,"med",2,1,0,8,0,1,1
"XQ0008253","F",47,1,1,0,"<£15K",1,"low",2,0,0,3,0,1,0
"AQ00081154","F",74,1,1,1,"£15-30K",5,"low",2,1,0,9,0,0,0
"XQ00013793","M",36,1,0,0,"£45-75K",2,"high",2,1,0,2,0,0,1
"XQ00065097","M",42,0,0,0,"£45-75K",1,"high",2,0,0,12,0,0,0
"BQ00070833","M",20,0,0,0,"£15-30K",2,"low",0,0,0,8,0,1,0
"AQ00018157","F",68,0,0,0,"£30-45K",3,"low",1,0,0,11,1,0,1
"BQ00082963","M",39,0,0,1,"£30-45K",4,"low",0,0,0,9,0,0,0
"PQ00026668","M",52,1,0,1,"£30-45K",4,"med",1,0,0,10,0,1,1
"AQ00031977","F",65,0,0,0,"£15-30K",4,"low",4,0,0,12,0,0,0
"ZQ00071123","M",63,0,1,0,"£45-75K",1,"low",1,1,0,7,0,0,0
"XQ00050134","M",35,0,1,0,"£45-75K",3,"low",2,0,0,6,1,1,1
"BQ00017897","M",75,1,0,0,"£15-30K",3,"low",1,0,0,8,0,1,0
"XQ00073571","M",63,0,0,0,"£30-45K",1,"low",2,0,0,4,0,0,0
"BQ0002984","M",44,0,1,0,"£15-30K",1,"low",2,0,0,10,0,1,1
"PQ00061579","M",66,0,0,0,"£15-30K",3,"high",1,0,0,10,0,1,0
"BQ00033877","M",69,1,1,0,"£15-30K",2,"low",0,1,0,5,0,1,0
"ZQ00084265","M",73,1,1,1,"<£15K",2,"low",1,1,0,9,0,1,0
"AQ0008846","M",66,1,1,0,"<£15K",5,"low",1,1,0,11,1,1,0
"BQ00016466","M",21,1,0,0,"<£15K",1,"high",0,0,0,4,0,1,0
"PQ00032070","F",49,0,0,1,"£30-45K",1,"high",1,0,1,21,0,0,0
"BQ00089601","M",37,0,0,0,"£15-30K",2,"low",0,0,0,6,0,1,0
"ZQ00036644","M",47,0,0,0,"£15-30K",1,"low",0,0,1,26,0,1,0
"PQ00017569","F",65,0,0,1,"£30-45K",4,"med",3,1,1,2,0,0,1
"PQ00076566","F",47,0,1,0,"£45-75K",2,"low",2,0,1,12,0,0,0
"ZQ00088430","M",62,0,0,1,"£30-45K",3,"med",2,1,0,5,0,0,1
"BQ00020336","M",62,1,0,0,"£30-45K",3,"med",1,1,0,14,1,0,0
"PQ00066880","M",39,1,0,0,"£15-30K",4,"high",3,0,0,9,0,0,0
"XQ00043496","M",41,0,1,1,"£75K+",1,"low",0,1,1,25,0,1,1
"PQ00043954","M",72,1,0,0,"<£15K",5,"low",1,1,0,7,0,1,0
"AQ00073330","M",18,1,0,0,"£45-75K",1,"high",0,1,0,9,0,1,1
"AQ00075933","M",43,0,1,1,"£15-30K",3,"med",0,1,1,20,0,1,0
"ZQ00089261","M",18,0,1,1,"£15-30K",1,"high",0,1,0,10,0,1,0
"ZQ00052613","M",18,1,1,0,"£15-30K",1,"high",0,0,0,6,0,1,1
"XQ00087675","M",45,0,0,0,"£15-30K",2,"high",1,0,0,11,0,0,0
"XQ00062931","M",53,1,0,0,"£15-30K",3,"low",1,0,0,5,0,0,1
"AQ00028286","F",49,1,0,0,"£45-75K",3,"med",1,0,1,14,0,1,1
"XQ00081249","M",36,0,0,1,"£75K+",4,"low",1,0,0,12,0,0,0
"AQ00031493","M",75,0,0,1,"<£15K",5,"high",2,1,0,8,0,1,0
"ZQ0001798","F",62,0,0,0,"£30-45K",2,"low",1,1,0,4,1,1,1
"BQ00072707","U",60,0,0,0,"£75K+",1,"low",2,1,0,10,1,1,0
"ZQ00092790","M",62,1,0,1,"£45-75K",3,"low",0,0,0,11,0,1,0
"PQ00046541","M",74,1,0,0,"£15-30K",4,"high",1,0,0,2,0,1,1
"XQ00080777","M",46,1,0,1,"£45-75K",3,"high",4,0,0,3,0,1,1
"ZQ0002079","M",21,0,0,0,"<£15K",1,"high",0,0,0,9,0,1,0
"ZQ00082136","F",47,1,0,0,"£30-45K",1,"low",1,0,0,3,0,0,0
"BQ00081738","U",46,0,0,0,"£15-30K",2,"low",2,0,0,16,0,1,1
"AQ00072036","M",38,0,0,0,"£15-30K",2,"low",0,1,0,7,1,0,0
"ZQ00091897","M",36,0,0,1,"£45-75K",1,"low",1,1,0,12,0,0,1
"PQ00072830","M",37,1,0,1,"£45-75K",2,"low",1,0,1,13,0,0,1
"AQ00029646","F",21,0,0,0,"£15-30K",1,"high",1,0,0,3,0,0,0
"BQ00041666","F",48,0,0,0,"£45-75K",1,"low",0,0,0,7,0,0,0
"ZQ0002363","F",21,0,1,0,"£15-30K",1,"low",0,0,0,12,0,1,0
"PQ00037934","M",50,0,1,0,"£15-30K",2,"low",4,0,1,13,1,1,1
"BQ0006982","F",36,1,1,0,"£15-30K",1,"med",2,1,0,3,0,1,1
"XQ0008740","F",35,1,0,0,"£30-45K",2,"low",2,1,1,2,0,0,1
"AQ00024540","F",41,0,1,1,"£30-45K",1,"low",1,0,0,6,0,1,0
"BQ00082269","M",39,1,1,0,"£15-30K",2,"low",0,1,1,10,0,1,0
"PQ00047996","M",46,0,0,0,"£30-45K",2,"low",2,1,0,2,1,0,0
"XQ00043952","M",20,1,0,1,"£15-30K",2,"med",0,0,0,9,0,1,0
"ZQ00060862","F",19,0,0,1,"<£15K",2,"high",3,0,0,3,0,1,0
"PQ00043497","F",42,0,0,0,"£15-30K",2,"low",1,1,0,9,0,1,1
"BQ00070084","F",48,0,0,1,"£45-75K",1,"low",1,1,0,5,0,1,1
"ZQ00083989","M",46,0,0,0,"£45-75K",4,"low",0,1,0,5,0,0,1
"ZQ00099503","F",75,0,0,0,"£15-30K",3,"med",1,0,0,8,0,0,0
"ZQ0002825","M",71,0,0,0,"£15-30K",5,"low",0,0,0,10,0,0,1
"XQ00036159","M",19,0,0,1,"<£15K",1,"high",0,0,0,12,0,1,0
"AQ00074862","M",66,1,1,0,"£15-30K",4,"high",0,1,0,6,0,1,1
"ZQ00073597","M",20,1,0,0,"£45-75K",3,"high",0,0,0,3,0,1,1
"AQ00048244","F",50,1,0,0,"£45-75K",1,"med",2,0,0,7,0,0,0
"BQ00045713","M",35,1,0,1,"£30-45K",4,"low",1,0,1,17,1,0,0
"ZQ00079983","F",49,1,0,0,"£15-30K",2,"low",1,0,0,6,0,1,0
"PQ00021235","M",47,0,0,1,"£30-45K",3,"low",2,1,1,11,1,1,0
"BQ00089162","M",74,1,0,0,"<£15K",3,"med",1,0,0,7,0,0,0
"PQ00014599","M",44,0,0,1,"£30-45K",2,"low",0,0,0,4,1,0,1
"ZQ00057088","F",39,0,0,1,"£15-30K",1,"low",0,0,0,2,0,1,0
"XQ00083211","F",50,0,0,1,"£30-45K",3,"med",1,0,0,4,0,1,0
"ZQ0008015","F",63,0,0,1,"£15-30K",1,"low",2,0,0,5,0,0,1
"PQ00033296","F",70,1,0,0,"<£15K",1,"med",2,1,0,14,0,0,0
"PQ00016303","F",27,1,1,0,"<£15K",1,"med",0,0,1,6,0,1,1
"ZQ00010125","F",62,0,0,1,"£15-30K",2,"med",3,0,1,12,0,0,0
"XQ00098045","M",47,1,0,1,"£45-75K",1,"high",2,0,0,2,1,1,0
"PQ00035747","F",48,1,0,1,"<£15K",4,"med",1,0,0,8,0,1,0
"PQ00046493","M",43,0,0,0,"£15-30K",1,"med",0,0,0,7,0,1,1
"BQ00070072","F",38,0,1,1,"£15-30K",1,"high",2,0,1,22,0,1,1
"BQ00093980","F",64,1,0,0,"£15-30K",3,"low",1,0,1,13,0,1,0
"XQ00066805","M",41,1,0,1,"£75K+",1,"low",0,1,0,10,1,0,0
"ZQ00029823","M",75,0,1,1,"<£15K",4,"low",1,1,0,8,0,1,0
"ZQ00021443","F",47,0,0,1,"£30-45K",1,"high",0,0,0,8,1,1,0
"PQ00088937","F",62,1,0,1,"£45-75K",1,"low",2,1,1,18,0,1,1
"XQ00023830","F",50,0,0,0,"£15-30K",2,"low",3,0,1,13,0,1,0
"ZQ00034664","M",42,0,0,0,"£15-30K",2,"low",0,0,1,13,1,1,0
"BQ00098991","F",31,0,0,0,"£30-45K",4,"high",0,1,1,14,1,1,1
"XQ00054861","M",48,0,0,0,"£45-75K",2,"med",0,0,0,17,0,1,1
"ZQ00071147","M",47,0,0,1,"£45-75K",2,"low",0,0,1,31,0,0,1
"BQ00094276","M",69,0,0,1,"£15-30K",2,"low",1,1,0,6,0,1,0
"ZQ00040288","F",21,1,0,0,"<£15K",1,"high",1,0,0,8,1,1,0
"BQ00052642","M",42,0,0,0,"£15-30K",4,"low",2,0,0,6,1,1,0
"BQ00097988","M",74,0,0,1,"£15-30K",3,"low",4,0,0,5,0,0,0
"PQ00047757","M",28,1,0,0,"£30-45K",1,"low",0,1,1,17,0,1,0
"BQ00057887","U",21,1,0,0,"£15-30K",1,"high",2,0,0,1,0,1,0
"PQ00020091","F",20,0,0,0,"£15-30K",4,"med",0,0,0,6,1,1,1
"AQ000934","F",67,0,0,0,"<£15K",3,"low",3,0,0,6,0,1,1
"ZQ00072031","M",35,0,0,0,"£15-30K",2,"med",1,0,1,12,0,1,0
"AQ00067472","M",73,0,1,0,"£15-30K",5,"med",1,0,0,4,0,0,0
"PQ00034293","M",35,0,0,0,"£15-30K",1,"med",0,1,1,12,0,1,0
"PQ00063088","M",75,0,0,1,"£15-30K",2,"low",2,0,1,15,0,1,0
"AQ00063160","M",48,1,0,0,"£75K+",1,"low",2,0,0,3,0,1,1
"BQ00066697","F",75,0,1,0,"£15-30K",2,"high",0,1,0,3,0,1,0
"BQ00044369","M",37,1,0,0,"£15-30K",5,"low",2,1,0,12,0,1,0
"ZQ00018269","M",69,1,0,1,"<£15K",5,"high",1,1,0,8,0,1,0
"XQ00058344","M",50,0,0,0,"£30-45K",1,"med",4,0,0,13,1,1,1
"PQ00018799","M",36,0,1,1,"£45-75K",3,"low",0,1,0,9,0,0,1
"BQ00049216","M",41,0,0,1,"£45-75K",3,"high",2,1,0,4,0,1,0
"PQ00090883","F",67,0,0,0,"£15-30K",4,"med",0,1,0,4,0,1,0
"ZQ00070382","M",21,0,1,0,"£30-45K",1,"high",0,0,0,9,0,0,0
"ZQ00030253","M",48,0,0,1,"£15-30K",3,"low",1,1,0,11,0,1,0
"ZQ00068200","M",39,0,1,0,"£30-45K",1,"high",2,1,0,3,1,0,0
"PQ00013651","M",63,0,0,0,"£30-45K",1,"med",4,0,1,22,1,0,0
"AQ0005591","M",61,0,0,0,"£30-45K",4,"high",2,0,0,8,1,0,0
"BQ00080316","M",20,0,1,0,"<£15K",1,"high",0,0,0,4,0,1,0
"XQ00021408","F",50,0,0,1,"£15-30K",1,"low",1,1,0,7,0,1,0
"BQ00093341","M",45,0,0,0,"£15-30K",1,"low",1,1,0,9,0,1,0
"PQ00037844","M",68,0,0,0,"<£15K",4,"low",0,0,0,6,0,1,0
"XQ00016551","F",46,0,0,0,"£45-75K",3,"low",0,1,0,2,0,0,0
"BQ00054246","F",41,0,0,0,"£30-45K",5,"low",2,1,0,8,0,1,0
"PQ00099163","F",72,0,0,0,"<£15K",1,"med",0,1,0,4,0,1,0
"ZQ00045295","F",48,0,0,1,"£75K+",2,"low",1,0,1,20,0,0,1
"ZQ00097094","M",74,0,1,1,"£15-30K",3,"med",1,0,1,8,1,1,0
"AQ00086200","M",43,0,1,0,"£45-75K",1,"low",3,1,0,5,1,1,1
"PQ00019940","F",49,1,1,0,"£30-45K",1,"low",2,0,1,14,0,1,0
"ZQ00096178","M",45,0,1,0,"£75K+",1,"low",0,1,1,12,0,0,1
"BQ00085772","F",48,1,0,0,"£15-30K",1,"low",2,0,0,11,0,1,0
"ZQ00064964","M",42,0,0,0,"£30-45K",1,"low",2,1,1,3,0,0,0
"AQ00061559","M",39,0,1,0,"£30-45K",5,"high",0,1,0,9,1,1,0
"BQ0005343","F",67,0,0,0,"£15-30K",3,"low",3,1,0,15,0,1,1
"AQ00098702","F",38,0,1,0,"£30-45K",5,"low",2,1,1,7,0,0,1
"XQ00012037","M",40,0,0,1,"£15-30K",2,"med",2,1,0,12,0,1,0
"ZQ0002534","F",50,0,1,1,"£15-30K",1,"low",2,0,0,6,0,0,0
"AQ00045701","F",48,0,0,0,"£30-45K",2,"low",1,0,0,16,0,0,1
"ZQ00032400","F",62,1,1,1,"£15-30K",1,"low",1,1,0,9,0,1,0
"BQ00067028","F",18,1,1,0,"£15-30K",1,"med",0,0,0,6,0,0,0
"AQ00037138","F",56,0,1,1,"£30-45K",2,"med",2,0,1,10,0,1,0
"BQ00076404","M",36,0,0,1,"£15-30K",1,"med",1,1,1,10,0,0,0
"ZQ00053143","F",68,1,0,1,"<£15K",1,"med",1,1,0,2,0,1,0
"AQ00065755","M",48,0,0,1,"£15-30K",1,"low",0,0,1,18,0,0,1
"ZQ00030959","M",62,1,0,1,"£30-45K",2,"low",0,1,0,6,0,1,0
"BQ00052003","F",69,0,1,0,"<£15K",3,"low",2,0,0,7,0,1,0
"AQ00041380","M",45,1,0,1,"£45-75K",3,"high",4,1,0,3,0,1,0
"XQ00048390","F",62,0,0,1,"£30-45K",2,"low",3,1,0,7,1,1,1
"AQ00078887","M",61,0,0,1,"£30-45K",1,"med",1,0,0,16,0,0,0
"PQ00013727","M",38,1,0,0,"£30-45K",3,"low",1,0,0,2,0,1,1
"XQ00095086","M",45,0,0,1,"£30-45K",1,"med",0,0,0,11,0,1,1
"PQ00074831","M",62,1,1,0,"£45-75K",3,"med",0,0,0,4,0,1,0
"BQ00041396","F",66,0,0,0,"£15-30K",3,"low",1,0,0,9,0,1,0
"AQ0005076","F",65,1,0,0,"<£15K",5,"low",1,1,0,3,0,1,0
"AQ00089275","M",35,0,1,1,"£15-30K",4,"low",2,0,0,6,0,0,1
"AQ0004123","M",39,1,0,0,"£45-75K",2,"high",0,0,0,7,0,0,1
"BQ00075722","M",71,0,0,1,"£45-75K",3,"med",0,0,0,8,0,0,1
"BQ00026458","M",41,0,1,0,"£45-75K",3,"med",1,1,0,10,0,0,1
"XQ00060033","M",46,1,1,0,"£15-30K",1,"low",1,1,0,9,0,1,0
"PQ00020431","M",72,1,1,0,"£15-30K",1,"low",0,1,1,3,0,1,0
"XQ00021299","M",20,0,1,0,"£30-45K",1,"high",0,0,0,5,1,0,1
"BQ00096153","M",49,0,0,0,"£30-45K",1,"low",0,0,0,5,0,1,0
"XQ00032914","M",61,0,0,0,"£75K+",3,"med",1,0,0,6,1,1,1
"ZQ00069023","M",72,1,0,1,"£15-30K",4,"high",2,1,0,4,0,1,0
"AQ00030532","M",66,1,0,1,"£15-30K",4,"med",1,0,0,6,0,1,0
"AQ00055212","M",41,1,1,0,"£15-30K",3,"med",1,1,0,6,0,1,0
"AQ00040087","M",35,0,0,1,"£15-30K",1,"low",2,0,0,9,0,1,0
"AQ00073349","M",61,1,0,0,"£15-30K",4,"low",2,1,0,9,0,1,0
"AQ00093044","M",67,1,0,0,"£15-30K",5,"high",3,1,0,7,0,1,0
"BQ00068352","M",39,1,1,1,"£15-30K",3,"med",1,1,0,15,0,1,0
"PQ00079424","M",67,0,0,0,"£15-30K",5,"med",0,1,0,6,0,1,0
"BQ00035228","U",47,1,1,0,"£15-30K",3,"low",1,1,0,5,0,0,0
"BQ0004713","M",38,0,0,0,"£30-45K",2,"med",3,1,0,8,0,0,0
"ZQ00024084","M",37,0,0,0,"£30-45K",1,"high",2,1,0,1,1,0,0
"XQ00022542","M",64,0,0,1,"£45-75K",1,"high",1,1,0,4,0,1,1
"ZQ00018841","M",18,1,1,0,"<£15K",1,"high",0,0,0,7,1,1,0
"AQ00088570","M",18,0,0,1,"£30-45K",1,"high",0,0,0,4,0,0,0
"BQ00093295","F",75,0,0,0,"£15-30K",1,"med",1,1,0,1,0,1,0
"AQ00046981","F",63,1,0,0,"£30-45K",2,"low",2,1,0,8,0,0,0
"PQ00012142","M",21,0,0,1,"£15-30K",1,"high",0,0,0,8,0,1,1
"XQ00018527","F",65,1,0,1,"<£15K",5,"low",2,1,0,14,0,1,0
"PQ00069413","M",49,0,0,0,"£30-45K",3,"low",1,0,0,13,0,0,0
"XQ00051150","M",36,1,0,1,"£30-45K",2,"low",1,1,1,2,0,0,0
"AQ00040517","M",48,1,0,1,"£30-45K",4,"low",0,0,0,2,1,0,0
"AQ0009792","F",62,0,1,0,"£15-30K",2,"med",4,0,0,13,0,1,1
"ZQ0004061","M",69,0,0,1,"£45-75K",4,"low",1,1,1,22,1,0,1
"PQ0006460","F",38,1,0,1,"£30-45K",1,"low",2,0,1,8,1,0,0
"ZQ00072283","M",39,0,0,0,"£15-30K",4,"low",2,0,0,4,0,1,0
"ZQ00083299","M",46,0,0,1,"£15-30K",1,"med",3,0,0,5,0,1,0
"AQ00033746","M",43,1,1,0,"£75K+",2,"low",3,0,0,11,0,0,0
"BQ00029903","M",38,1,0,1,"£45-75K",1,"med",4,1,0,3,0,0,1
"PQ0004281","F",75,1,0,1,"£75K+",3,"low",0,1,0,11,0,1,1
"PQ00090786","M",69,0,0,0,"£15-30K",3,"med",0,1,0,7,0,1,0
"ZQ00072950","M",44,0,0,1,"£45-75K",2,"low",1,0,0,4,0,0,0
"PQ00045743","F",48,0,1,0,"£15-30K",5,"low",1,0,0,10,0,0,1
"BQ0005363","F",49,1,1,1,"£30-45K",3,"low",1,1,0,7,1,1,1
"XQ00082555","U",61,0,1,0,"£15-30K",1,"low",1,1,0,13,0,1,0
"BQ00069169","M",40,0,0,1,"£15-30K",1,"low",0,0,0,6,0,1,0
"PQ00044467","M",71,1,1,0,"£15-30K",3,"low",3,1,0,6,0,1,0
"XQ00033477","M",63,0,0,0,"£30-45K",4,"low",2,1,0,6,0,0,0
"XQ0005847","M",42,0,0,1,"£15-30K",1,"low",1,1,1,21,0,0,0
"ZQ00045270","M",60,0,0,1,"£15-30K",2,"low",1,1,1,11,0,1,0
"PQ00034832","F",52,0,0,0,"£15-30K",3,"high",1,0,0,2,1,1,0
"XQ00027904","M",42,1,0,1,"£30-45K",1,"low",0,0,1,17,0,0,0
"AQ00094825","U",39,1,0,0,"£45-75K",3,"low",0,0,1,8,1,1,0
"XQ00020406","F",18,0,1,1,"£45-75K",1,"high",0,0,0,4,0,1,0
"BQ00024456","F",71,1,0,0,"<£15K",4,"low",3,0,0,5,0,0,0
"ZQ00024643","F",44,1,0,0,"£30-45K",1,"high",4,1,1,18,1,0,0
"PQ00052736","F",43,0,1,1,"£15-30K",2,"low",1,1,1,14,0,1,0
"ZQ00014889","M",54,0,1,1,"£30-45K",4,"med",1,1,0,3,1,1,0
"BQ0002780","F",36,0,0,1,"£45-75K",1,"high",0,1,0,7,0,0,1
"PQ00058258","F",43,0,1,1,"£30-45K",1,"low",0,1,0,11,0,0,0
"XQ00073869","F",42,1,0,0,"£15-30K",1,"low",2,1,1,19,1,1,0
"XQ00071913","M",75,0,1,0,"£30-45K",4,"high",0,1,0,12,0,0,0
"XQ0007922","F",75,1,0,0,"£15-30K",4,"low",2,1,0,6,0,1,0
"AQ00058734","F",18,0,1,0,"£30-45K",1,"high",1,0,0,3,0,1,0
"PQ0006676","F",18,1,0,0,"<£15K",1,"low",0,1,0,6,0,1,0
"PQ00029891","M",46,0,0,1,"£45-75K",1,"high",0,1,0,5,1,1,0
"ZQ00063189","F",21,1,1,1,"£15-30K",1,"low",0,0,0,13,0,1,0
"AQ00040537","M",61,0,0,1,"£75K+",1,"low",0,0,0,7,0,1,1
"ZQ00085378","F",61,0,0,0,"£45-75K",3,"med",2,0,0,7,0,1,0
"AQ0005069","F",46,0,0,1,"£30-45K",5,"med",1,0,0,5,0,1,0
"AQ00077310","M",49,0,1,0,"£30-45K",2,"med",2,0,0,5,1,1,1
"XQ00016061","M",66,1,0,0,"<£15K",3,"low",2,1,0,2,0,1,0
"PQ00017968","F",63,0,1,1,"£30-45K",2,"low",2,0,0,5,1,1,0
"BQ00060242","U",29,0,0,0,"£15-30K",4,"med",0,0,0,8,0,1,0
"ZQ00027609","F",39,0,0,0,"£30-45K",4,"low",4,1,0,5,0,0,0
"ZQ00063146","M",42,0,1,1,"£30-45K",1,"low",0,0,1,33,1,1,1
"PQ00010863","F",41,1,0,1,"£30-45K",2,"low",4,0,0,1,0,0,1
"AQ00077644","F",19,0,1,1,"£15-30K",3,"high",0,0,0,6,0,1,0
"BQ00044076","M",39,0,0,0,"£15-30K",4,"low",2,1,0,5,1,1,0
"PQ00079196","M",65,0,0,0,"£15-30K",4,"high",2,1,0,7,0,1,1
"PQ00035172","F",50,0,0,1,"£15-30K",1,"high",1,0,0,6,0,1,0
"BQ00087901","M",62,1,0,1,"£30-45K",1,"med",0,0,0,1,0,0,0
"BQ00042134","F",46,0,0,0,"£15-30K",2,"low",2,1,0,3,0,1,0
"AQ00093875","M",39,1,0,0,"£15-30K",2,"high",2,1,0,8,0,0,0
"AQ00086339","M",39,0,0,1,"£45-75K",2,"low",2,0,0,12,0,0,0
"AQ00084411","M",18,0,0,1,"£30-45K",1,"high",0,0,0,3,0,0,1
"XQ00050888","F",20,0,0,1,"£15-30K",1,"med",0,1,0,4,0,1,1
"BQ00083230","F",48,0,0,0,"£45-75K",3,"low",3,1,0,4,0,1,1
"BQ00092960","F",36,1,0,0,"£45-75K",1,"high",2,1,1,12,0,0,0
"AQ00043452","F",41,0,1,1,"£45-75K",3,"low",3,0,0,8,1,1,1
"BQ00045330","F",73,1,1,0,"<£15K",3,"med",0,0,0,2,0,1,0
